 DATE,                                     CHEMICAL ANALYSIS,,,,,,,,Avl. lime,Basicity  (B2),     SCREEN  ANALYSIS,,,,,%MPS,TI,RDI,RI,MgO/Al2O3
,%T(Fe),%FeO,%CaO,%MgO,%SiO2,%Al2O3,%K2O,% P,Avl. lime,Basicity  (B2),%+40MM,%40+25MM,%25+10MM,%10+5MM,%5 MM,%MPS,TI,RDI,RI,MgO/Al2O3
7-Sep-23,51.70,10.62,13.53,2.11,6.44,3.47,0.09,0.10,7.09,2.10,8.02,9.68,43.05,33.02,6.25,16.92,79.08,23.30,68.12,0.61
8-Sep-23,51.68,10.58,13.53,2.12,6.42,3.44,0.09,0.10,7.11,2.11,7.55,9.68,43.16,33.18,6.44,16.74,78.71,23.20,67.89,0.62
9-Sep-23,51.60,10.60,13.60,2.08,6.48,3.43,0.09,0.10,7.11,2.10,7.26,9.52,43.62,33.04,6.56,16.64,78.52,23.50,68.64,0.61
10-Sep-23,51.61,10.52,13.56,2.12,6.45,3.42,0.09,0.10,7.11,2.10,7.52,9.93,43.32,32.97,6.26,16.82,79.29,23.30,67.72,0.62
11-Sep-23,51.62,10.49,13.62,2.12,6.50,3.43,0.09,0.10,7.12,2.10,7.75,9.45,43.11,33.08,6.61,16.75,78.69,23.00,67.30,0.62
12-Sep-23,51.62,10.53,13.63,2.13,6.49,3.42,0.09,0.09,7.15,2.10,7.18,9.59,43.50,33.04,6.69,16.60,78.38,23.00,67.85,0.62
13-Sep-23,51.57,10.53,13.64,2.12,6.49,3.44,0.09,0.10,7.15,2.10,7.58,9.59,43.42,33.07,6.34,16.77,78.76,22.90,67.98,0.62
14-Sep-23,51.56,10.61,13.62,2.11,6.49,3.43,0.09,0.10,7.13,2.10,7.94,9.30,43.15,33.09,6.64,16.79,78.21,23.40,68.02,0.62
15-Sep-23,51.47,10.62,13.72,2.06,6.55,3.42,0.09,0.10,7.17,2.09,7.62,9.92,43.82,32.58,6.06,16.92,79.10,22.70,67.14,0.60
16-Sep-23,51.57,10.58,13.59,2.03,6.52,3.41,0.09,0.09,7.07,2.08,7.86,9.37,43.73,32.79,6.39,16.85,78.23,22.70,67.91,0.60
17-Sep-23,51.66,10.52,13.58,2.11,6.45,3.40,0.09,0.09,7.13,2.10,7.82,9.77,43.37,32.88,6.15,16.91,78.48,23.10,67.58,0.62
18-Sep-23,51.57,10.51,13.60,2.09,6.47,3.45,0.09,0.10,7.13,2.10,7.52,9.35,43.46,33.16,6.51,16.68,78.79,23.40,67.00,0.61
19-Sep-23,51.47,10.55,13.79,2.05,6.59,3.40,0.09,0.09,7.20,2.09,8.04,9.69,43.09,32.88,6.30,16.93,78.42,23.40,67.89,0.60
20-Sep-23,51.32,10.31,13.80,2.06,6.71,3.47,0.09,0.10,7.09,2.06,7.69,9.08,43.55,33.02,6.66,16.68,78.82,,67.49,0.59
21-Sep-23,51.16,10.40,13.87,2.02,6.78,3.49,0.10,0.09,7.08,2.04,7.79,9.68,43.61,32.68,6.24,16.89,78.67,23.50,67.49,0.58
22-Sep-23,50.79,10.56,14.50,1.98,6.98,3.48,0.09,0.09,7.52,2.08,7.68,9.74,43.58,32.73,6.28,16.86,78.02,23.20,67.91,0.57
23-Sep-23,50.72,10.55,14.40,2.04,6.88,3.53,0.10,0.10,7.51,2.09,7.32,9.29,43.51,33.26,6.63,16.59,78.62,23.50,67.37,0.58
24-Sep-23,50.68,10.65,14.37,1.98,6.89,3.55,0.10,0.10,7.48,2.09,7.98,9.81,42.87,32.89,6.44,16.91,78.77,23.50,67.44,0.56
25-Sep-23,50.77,10.56,14.18,2.01,6.78,3.54,0.09,0.10,7.40,2.09,7.80,9.63,43.26,33.17,6.15,16.85,79.09,23.40,68.37,0.57
26-Sep-23,50.79,10.66,14.23,2.01,6.94,3.53,0.10,0.10,7.28,2.05,7.85,9.58,42.96,32.95,6.66,16.80,77.99,23.60,68.54,0.57
27-Sep-23,50.94,10.66,14.03,1.93,6.68,3.51,0.10,0.10,7.35,2.10,7.73,9.66,43.29,32.91,6.42,16.82,78.78,22.90,68.26,0.55
28-Sep-23,51.14,10.56,13.86,2.02,6.57,3.50,0.09,0.10,7.30,2.11,7.64,9.49,43.40,33.00,6.47,16.76,79.35,23.20,68.10,0.58
29-Sep-23,51.47,10.35,13.52,2.02,6.41,3.45,0.09,0.11,7.11,2.11,7.79,9.34,43.48,32.95,6.44,16.78,78.98,23.20,67.86,0.59
30-Sep-23,51.06,10.57,13.88,2.00,6.78,3.47,0.10,0.10,7.10,2.05,7.28,10.03,43.98,32.41,6.31,16.82,79.04,23.60,68.88,0.58
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Oct-23,50.83,10.40,14.17,2.02,6.61,3.44,0.09,0.10,7.56,2.14,7.90,9.52,43.33,32.76,6.50,16.85,78.81,23.20,68.21,0.59
2-Oct-23,50.46,10.31,14.33,2.13,6.92,3.55,0.10,0.10,7.41,2.07,7.53,9.64,43.38,33.12,6.33,16.76,78.42,23.30,67.62,0.60
3-Oct-23,50.32,10.23,14.55,2.10,6.94,3.82,0.10,0.10,7.61,2.10,7.64,10.02,43.15,32.45,6.75,16.84,78.82,23.60,68.28,0.55
4-Oct-23,50.22,10.28,14.74,1.99,7.07,3.89,0.10,0.10,7.67,2.09,8.20,9.94,43.24,32.43,6.19,17.07,78.60,23.40,67.96,0.51
5-Oct-23,50.18,10.24,14.69,2.17,7.00,3.84,0.10,0.11,7.70,2.10,8.21,9.00,43.82,32.47,6.50,16.89,78.57,23.50,67.81,0.56
6-Oct-23,50.05,10.31,14.83,2.05,7.04,3.85,0.10,0.10,7.80,2.11,7.85,9.32,42.86,33.16,6.83,16.71,77.62,23.60,67.45,0.53
7-Oct-23,50.85,10.20,14.30,2.01,6.45,3.58,0.09,0.10,7.85,2.22,7.73,9.22,43.39,33.21,6.46,16.72,78.36,,68.18,0.56
8-Oct-23,50.87,10.33,14.46,2.06,6.62,3.48,0.09,0.10,7.83,2.18,7.45,10.36,43.03,32.84,6.32,16.87,78.04,23.60,68.30,0.59
9-Oct-23,51.48,10.37,13.80,1.97,6.47,3.42,0.09,0.10,7.33,2.13,7.62,9.97,43.58,32.62,6.20,16.90,79.30,23.50,67.50,0.58
10-Oct-23,51.99,10.33,13.46,1.99,6.42,3.41,0.09,0.10,7.03,2.09,7.66,9.67,43.12,33.16,6.41,16.79,79.10,23.60,67.26,0.58
11-Oct-23,51.81,10.46,13.39,2.08,6.46,3.41,0.09,0.10,6.93,2.07,8.07,9.52,43.35,32.69,6.37,16.92,79.09,23.60,67.87,0.61
12-Oct-23,51.66,10.21,13.42,2.05,6.47,3.43,0.09,0.10,6.96,2.08,8.15,9.64,43.61,32.45,6.15,17.02,78.87,23.65,67.34,0.60
13-Oct-23,51.80,10.28,13.25,2.00,6.35,3.40,0.09,0.10,6.90,2.09,8.03,9.87,43.94,31.83,6.32,17.06,78.59,23.40,68.43,0.59
14-Oct-23,51.70,10.53,13.37,2.03,6.50,3.51,0.09,0.10,6.87,2.06,7.64,8.95,43.55,33.20,6.66,16.62,77.84,23.30,68.12,0.58
15-Oct-23,51.44,10.27,13.62,1.96,6.60,3.56,0.09,0.10,7.02,2.06,8.10,9.24,43.99,32.43,6.24,16.94,79.13,23.70,68.03,0.55
16-Oct-23,51.45,10.18,13.63,2.03,6.54,3.49,0.09,0.10,7.10,2.09,8.08,9.62,43.33,32.57,6.41,16.94,78.55,23.60,67.12,0.58
17-Oct-23,51.62,10.51,13.49,2.06,6.43,3.48,0.08,0.10,7.06,2.10,8.21,9.69,42.54,32.58,6.28,16.89,79.00,23.50,67.62,0.59
18-Oct-23,51.59,10.42,13.44,2.04,6.42,3.49,0.09,0.10,7.02,2.10,7.99,9.76,43.27,32.79,6.19,16.95,78.52,23.30,68.04,0.58
19-Oct-23,51.53,10.29,13.36,1.99,6.43,3.48,0.09,0.10,6.92,2.08,7.72,9.64,43.01,32.94,6.70,16.77,78.64,23.70,67.62,0.57
20-Oct-23,51.53,10.23,13.41,1.95,6.58,3.52,0.09,0.10,6.83,2.04,7.54,9.44,43.35,33.12,6.57,16.69,78.23,23.50,68.21,0.56
21-Oct-23,51.46,10.15,13.64,1.96,6.47,3.47,0.09,0.10,7.18,2.11,7.36,9.40,43.78,32.91,6.55,16.66,78.08,23.70,67.68,0.56
22-Oct-23,51.36,10.38,13.75,1.92,6.52,3.43,0.09,0.10,7.17,2.11,8.25,9.90,42.58,32.93,6.34,17.01,77.84,23.50,67.82,0.56
23-Oct-23,51.46,10.21,13.60,1.94,6.46,3.49,0.09,0.10,7.08,2.11,7.60,9.14,43.37,33.29,6.60,16.64,78.06,23.50,67.72,0.56
24-Oct-23,51.66,10.56,13.49,2.00,6.47,3.55,0.09,0.10,7.02,2.08,7.76,9.61,43.52,32.90,6.22,16.85,78.63,23.50,68.25,0.56
25-Oct-23,51.60,10.53,13.51,1.99,6.42,3.48,0.09,0.10,7.09,2.10,7.61,9.24,43.26,33.31,6.58,16.66,78.42,23.43,67.10,0.57
26-Oct-23,51.60,10.29,13.54,2.03,6.39,3.51,0.09,0.10,7.15,2.12,7.89,9.43,43.14,32.98,6.56,16.80,78.66,23.50,67.26,0.58
27-Oct-23,51.52,10.35,13.68,1.99,6.45,3.51,0.09,0.10,7.24,2.12,7.78,9.41,43.51,32.87,6.44,16.80,78.71,23.60,68.34,0.57
28-Oct-23,51.54,10.39,13.58,1.98,6.56,3.40,0.09,0.09,7.02,2.07,7.60,9.32,43.20,33.18,6.71,16.66,78.45,23.50,67.88,0.58
29-Oct-23,51.50,10.37,13.75,2.02,6.57,3.39,0.09,0.09,7.18,2.09,7.57,9.60,43.13,33.09,6.61,16.72,78.44,23.60,67.42,0.60
30-Oct-23,51.64,10.55,13.67,2.01,6.50,3.40,0.09,0.09,7.17,2.10,7.96,9.51,43.28,32.93,6.32,16.87,78.82,23.20,67.00,0.59
31-Oct-23,51.59,10.54,13.83,2.02,6.52,3.40,0.09,0.09,7.32,2.12,7.80,8.87,43.69,33.06,6.57,16.68,78.19,23.10,68.32,0.59
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Nov-23,51.47,10.46,13.86,2.02,6.50,3.44,0.09,0.10,7.35,2.13,7.92,9.82,43.61,31.94,6.21,16.94,79.03,23.60,67.63,0.59
2-Nov-23,51.34,10.47,14.08,1.98,6.51,3.45,0.09,0.09,7.57,2.16,8.00,9.46,43.57,32.57,6.40,16.90,78.93,23.20,68.07,0.57
3-Nov-23,51.16,10.34,14.10,2.01,6.65,3.56,0.09,0.10,7.45,2.12,8.40,9.79,43.54,32.16,6.12,17.14,78.23,23.70,67.32,0.57
4-Nov-23,51.31,10.38,13.89,2.04,6.63,3.56,0.10,0.10,7.26,2.10,7.81,9.88,43.20,32.65,6.47,16.89,78.75,23.20,68.01,0.57
5-Nov-23,51.26,10.28,14.02,2.00,6.57,3.53,0.09,0.10,7.46,2.14,7.92,9.30,43.24,32.82,6.72,16.78,78.07,23.70,67.13,0.57
6-Nov-23,51.24,10.38,14.03,2.05,6.61,3.44,0.09,0.10,7.42,2.12,7.28,9.04,44.08,32.98,6.62,16.57,79.40,23.40,67.45,0.60
7-Nov-23,51.31,10.37,13.84,2.00,6.57,3.45,0.09,0.10,7.27,2.11,7.67,9.13,43.59,32.83,6.78,16.68,78.72,23.30,67.13,0.58
8-Nov-23,51.42,10.47,13.70,1.99,6.54,3.44,0.09,0.10,7.16,2.10,7.35,9.24,43.85,32.88,6.70,16.61,78.04,23.20,67.42,0.58
9-Nov-23,,,,,,,,,,,,,,,,,,,,#DIV/0!
10-Nov-23,51.41,10.30,13.60,2.02,6.60,3.46,0.09,0.10,7.00,2.06,7.89,9.68,43.53,32.45,6.45,16.91,77.81,22.80,67.90,0.58
11-Nov-23,51.52,10.34,13.18,2.02,6.55,3.48,0.09,0.10,6.63,2.01,7.77,10.01,42.96,32.79,6.48,16.89,78.80,23.30,67.48,0.58
12-Nov-23,51.40,10.58,13.44,1.96,6.58,3.48,0.09,0.10,6.87,2.04,7.60,9.42,43.12,33.34,6.54,16.69,77.73,23.10,67.98,0.56
13-Nov-23,51.42,10.62,13.52,1.89,6.54,3.48,0.09,0.10,6.99,2.07,7.82,9.66,42.92,33.07,6.53,16.81,79.01,23.00,68.27,0.54
14-Nov-23,51.44,10.46,13.53,1.93,6.59,3.44,0.09,0.10,6.94,2.05,8.09,9.53,43.17,33.05,6.17,16.92,79.40,22.80,67.56,0.56
15-Nov-23,51.46,10.64,13.42,1.97,6.62,3.46,0.08,0.09,6.80,2.03,7.59,9.56,43.41,32.80,6.65,16.74,78.66,23.30,67.24,0.57
16-Nov-23,51.44,10.61,13.40,2.01,6.58,3.47,0.08,0.10,6.82,2.04,7.74,9.23,43.76,32.95,6.32,16.77,78.42,23.30,68.54,0.58
17-Nov-23,51.51,10.58,13.27,2.01,6.50,3.45,0.08,0.10,6.77,2.04,7.76,9.44,43.29,32.94,6.57,16.77,78.86,22.80,67.04,0.58
18-Nov-23,51.46,10.65,13.32,2.00,6.56,3.48,0.09,0.10,6.76,2.03,7.72,10.21,42.39,33.19,6.50,16.86,78.72,22.40,68.82,0.57
19-Nov-23,51.52,10.65,13.37,1.99,6.56,3.42,0.09,0.10,6.81,2.04,8.03,9.79,43.60,32.20,6.37,17.00,78.82,22.90,68.54,0.58
20-Nov-23,51.50,10.60,13.25,2.01,6.39,3.43,0.09,0.10,6.86,2.07,7.86,9.70,43.01,33.18,6.26,16.86,79.00,22.40,68.23,0.59
21-Nov-23,51.56,10.48,13.22,1.99,6.43,3.41,0.09,0.10,6.79,2.06,7.91,9.66,43.54,32.47,6.42,16.91,78.87,23.00,67.12,0.58
22-Nov-23,51.68,10.65,13.21,2.04,6.38,3.41,0.09,0.10,6.82,2.07,7.97,9.75,43.33,32.60,6.35,16.94,78.19,22.80,67.97,0.60
23-Nov-23,51.96,10.62,12.96,2.02,6.31,3.40,0.09,0.10,6.64,2.05,8.02,9.74,43.41,32.38,6.47,16.96,79.36,23.10,67.57,0.60
24-Nov-23,52.08,10.59,13.00,2.00,6.26,3.38,0.09,0.09,6.74,2.08,7.93,9.57,43.26,32.71,6.53,16.87,78.54,23.30,68.19,0.59
25-Nov-23,52.32,10.64,12.96,1.95,6.21,3.31,0.09,0.09,6.76,2.09,7.71,9.55,43.64,32.67,6.43,16.82,78.59,22.50,67.42,0.59
26-Nov-23,52.31,10.59,12.98,1.96,6.20,3.34,0.09,0.10,6.78,2.09,7.65,9.36,43.44,33.07,6.48,16.73,79.09,23.30,67.03,0.59
27-Nov-23,52.35,10.51,13.08,2.00,6.28,3.32,0.09,0.10,6.79,2.08,8.46,9.75,42.60,32.99,6.20,17.06,78.59,23.40,67.32,0.60
28-Nov-23,52.33,10.49,12.93,2.00,6.17,3.29,0.09,0.10,6.76,2.09,7.90,9.85,42.95,33.02,6.29,16.90,78.19,23.60,67.64,0.61
29-Nov-23,52.35,10.45,12.96,2.02,6.20,3.25,0.09,0.10,6.76,2.09,7.42,9.00,43.62,33.18,6.78,16.56,78.38,23.50,67.76,0.62
30-Nov-23,52.31,10.65,13.08,2.01,6.22,3.22,0.09,0.09,6.86,2.10,8.08,9.46,43.78,32.34,6.34,16.96,79.25,22.70,67.74,0.63
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Dec-23,52.33,10.57,13.12,2.02,6.16,3.19,0.09,0.09,6.96,2.13,8.32,9.75,43.12,32.54,6.28,17.05,78.03,23.60,67.62,0.63
2-Dec-23,52.47,10.63,12.92,1.97,6.07,3.15,0.08,0.09,6.86,2.13,7.82,9.20,43.73,32.79,6.47,16.78,78.80,22.70,66.79,0.62
3-Dec-23,52.72,10.66,12.80,1.97,5.97,3.15,0.09,0.09,6.83,2.14,7.92,9.70,43.00,33.16,6.22,16.88,79.21,22.60,67.39,0.63
4-Dec-23,52.68,10.58,12.68,1.97,6.12,3.14,0.09,0.09,6.56,2.07,8.09,9.76,43.02,32.72,6.42,16.95,79.11,22.50,67.25,0.63
5-Dec-23,52.63,10.59,12.79,2.01,6.13,3.16,0.08,0.09,6.66,2.09,7.83,9.44,43.61,32.70,6.41,16.84,78.71,22.65,68.26,0.63
6-Dec-23,52.60,10.56,12.88,1.98,6.07,3.15,0.09,0.09,6.81,2.12,7.73,9.76,43.41,32.79,6.46,16.87,78.73,23.00,67.20,0.63
7-Dec-23,52.57,10.62,12.91,2.01,6.10,3.14,0.09,0.09,6.81,2.12,7.48,9.69,44.66,31.75,6.42,16.87,79.25,22.70,68.56,0.64
8-Dec-23,52.56,10.64,12.89,2.07,6.15,3.12,0.09,0.09,6.74,2.10,7.44,9.01,44.06,32.89,6.60,16.62,77.94,23.40,67.26,0.66
9-Dec-23,52.62,10.52,12.84,2.02,6.14,3.10,0.09,0.09,6.71,2.09,8.53,10.18,42.24,32.93,6.12,17.16,78.85,23.40,68.72,0.65
10-Dec-23,52.59,10.53,12.82,2.01,6.10,3.09,0.08,0.09,6.73,2.10,7.57,9.01,44.10,32.62,6.70,16.67,78.51,22.85,67.34,0.65
11-Dec-23,52.63,10.63,12.87,2.01,6.11,3.10,0.09,0.09,6.76,2.11,7.90,8.96,43.85,32.87,6.43,16.77,78.04,22.80,67.82,0.65
12-Dec-23,52.63,10.63,12.91,2.01,6.17,3.11,0.09,0.09,6.75,2.09,7.85,9.11,43.70,32.99,6.35,16.77,78.03,23.50,68.35,0.65
13-Dec-23,52.63,10.69,12.82,1.99,6.07,3.09,0.09,0.09,6.75,2.11,7.66,9.13,43.49,33.07,6.66,16.67,78.13,23.00,67.23,0.65
14-Dec-23,52.66,10.56,12.87,2.02,6.09,3.11,0.09,0.09,6.77,2.11,7.77,9.99,44.36,31.77,6.11,17.04,78.84,23.60,66.95,0.65
15-Dec-23,52.57,10.62,12.90,1.95,6.12,3.14,0.09,0.09,6.79,2.11,7.89,9.55,43.21,32.88,6.46,16.85,78.91,22.50,67.50,0.62
16-Dec-23,52.22,10.41,13.05,1.94,6.29,3.20,0.09,0.09,6.76,2.07,7.54,9.40,43.30,33.16,6.59,16.68,78.61,22.80,68.12,0.61
17-Dec-23,52.40,10.44,12.92,1.94,6.25,3.15,0.09,0.09,6.67,2.07,8.08,9.48,43.51,32.53,6.40,16.93,78.53,23.00,67.31,0.62
18-Dec-23,52.50,10.57,12.88,1.95,6.12,3.12,0.09,0.09,6.76,2.10,7.61,9.25,43.41,33.15,6.58,16.68,79.34,22.90,66.86,0.63
19-Dec-23,52.40,10.51,12.93,1.97,6.18,3.14,0.09,0.10,6.75,2.09,8.08,9.55,42.87,33.06,6.45,16.88,78.35,23.50,67.48,0.63
20-Dec-23,52.46,10.56,12.87,1.95,6.12,3.14,0.09,0.09,6.75,2.10,7.92,9.12,44.50,32.36,6.10,16.89,,,67.12,0.62
21-Dec-23,52.49,10.58,12.93,1.98,6.14,3.14,0.08,0.09,6.78,2.10,8.37,9.65,43.88,31.96,6.15,17.13,,,,0.63
22-Dec-23,52.09,10.61,13.09,1.98,6.24,3.24,0.09,0.09,6.85,2.10,7.96,9.42,42.99,33.24,6.40,16.82,78.25,23.10,67.70,0.61
23-Dec-23,51.22,10.55,13.48,1.97,6.54,3.55,0.09,0.10,6.95,2.06,8.50,9.73,42.51,33.02,6.24,17.06,78.36,23.20,67.36,0.55
24-Dec-23,51.19,10.41,13.77,1.97,6.61,3.56,0.09,0.10,7.16,2.08,7.74,9.70,43.56,32.82,6.18,16.87,79.12,23.50,67.42,0.55
25-Dec-23,51.09,10.49,13.92,1.94,6.66,3.58,0.09,0.10,7.26,2.09,7.51,8.99,43.59,33.19,6.72,16.59,78.05,23.60,67.59,0.54
26-Dec-23,50.94,10.43,14.08,1.96,6.80,3.66,0.10,0.10,7.28,2.07,9.08,11.26,42.01,31.64,6.02,17.61,79.39,23.10,67.20,0.54
27-Dec-23,50.72,10.49,14.26,1.98,6.72,3.67,0.09,0.10,7.54,2.12,8.70,10.89,40.82,33.01,6.59,17.24,78.56,23.60,67.32,0.54
28-Dec-23,,,,,,,,,,,,,,,,,,,,#DIV/0!
29-Dec-23,50.83,10.18,14.17,1.99,6.72,3.64,0.09,0.10,7.45,2.11,8.06,9.83,42.81,32.60,6.70,16.93,78.68,23.60,66.90,0.55
30-Dec-23,50.29,10.41,14.37,2.06,6.87,3.69,0.09,0.10,7.50,2.09,8.26,10.05,43.53,31.94,6.22,17.15,78.68,23.10,67.58,0.56
31-Dec-23,50.45,10.34,14.30,2.09,6.80,3.64,0.09,0.10,7.50,2.10,7.90,9.60,43.53,32.55,6.41,16.90,78.72,22.80,66.99,0.57
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Jan-24,50.71,10.43,14.10,2.00,6.82,3.56,0.09,0.10,7.29,2.07,8.02,9.90,42.80,32.88,6.41,16.94,78.85,22.20,67.10,0.56
2-Jan-24,51.67,10.48,13.50,2.08,6.39,3.43,0.09,0.09,7.10,2.11,7.95,9.60,43.36,32.66,6.44,16.89,78.62,22.50,67.45,0.61
3-Jan-24,51.97,10.59,13.25,2.12,6.29,3.40,0.08,0.09,6.96,2.11,8.55,9.75,42.74,32.53,6.43,17.09,78.99,22.70,68.54,0.62
4-Jan-24,51.91,10.53,13.34,2.03,6.36,3.42,0.09,0.10,6.98,2.10,8.18,9.84,43.30,32.33,6.35,17.04,78.87,23.00,67.84,0.60
5-Jan-24,51.84,10.47,13.50,2.07,6.36,3.42,0.08,0.10,7.15,2.12,7.69,9.40,43.36,32.92,6.63,16.74,78.84,22.85,67.46,0.61
6-Jan-24,51.90,10.42,13.46,2.08,6.34,3.40,0.09,0.10,7.11,2.12,8.06,9.43,43.66,32.54,6.31,16.93,79.38,22.90,68.35,0.61
7-Jan-24,51.89,10.53,13.41,2.12,6.35,3.41,0.09,0.10,7.07,2.11,7.97,9.58,43.55,32.61,6.29,16.92,78.83,22.30,67.64,0.62
8-Jan-24,51.93,10.69,13.40,2.09,6.30,3.29,0.08,0.09,7.10,2.13,7.58,9.48,43.10,33.32,6.53,16.70,79.53,23.30,68.04,0.64
9-Jan-24,51.82,10.52,13.35,2.10,6.32,3.33,0.09,0.09,7.02,2.11,7.27,9.15,44.03,32.84,6.71,16.58,78.13,23.40,67.51,0.63
10-Jan-24,51.81,10.47,13.42,2.11,6.36,3.39,0.09,0.10,7.06,2.11,7.37,9.27,44.06,32.99,6.31,16.67,78.69,23.20,67.81,0.62
11-Jan-24,51.82,10.56,13.41,2.11,6.37,3.42,0.09,0.10,7.03,2.11,8.29,9.12,42.93,33.01,6.65,16.85,78.19,23.00,68.54,0.62
12-Jan-24,51.50,10.46,13.65,2.07,6.53,3.53,0.09,0.10,7.08,2.09,7.69,9.49,43.57,32.71,6.54,16.79,77.81,23.10,67.42,0.58
13-Jan-24,51.34,10.56,13.92,2.05,6.58,3.53,0.09,0.10,7.26,2.12,7.66,9.56,43.62,32.61,6.55,16.80,78.80,23.00,67.23,0.58
14-Jan-24,51.24,10.42,13.97,2.07,6.65,3.53,0.09,0.10,7.22,2.10,7.92,9.66,42.95,33.10,6.36,16.86,78.81,23.30,68.24,0.59
15-Jan-24,51.32,10.42,13.91,2.06,6.55,3.52,0.09,0.10,7.26,2.12,7.62,9.36,43.49,32.89,6.64,16.71,77.87,23.60,67.20,0.59
16-Jan-24,51.49,10.49,13.51,2.01,6.46,3.48,0.09,0.10,7.05,2.09,7.85,9.37,42.99,33.16,6.64,16.75,78.13,22.80,67.64,0.58
17-Jan-24,51.57,10.48,13.45,1.97,6.37,3.39,0.09,0.10,7.08,2.11,7.41,9.09,43.70,33.16,6.64,16.59,78.71,22.70,68.01,0.58
18-Jan-24,51.47,10.55,13.43,2.00,6.37,3.39,0.08,0.10,7.06,2.11,8.40,9.67,43.90,31.89,6.14,17.15,78.19,22.90,67.07,0.59
19-Jan-24,51.48,10.50,13.45,1.98,6.38,3.37,0.09,0.10,7.06,2.11,8.03,9.52,43.75,32.34,6.36,16.95,79.08,23.40,67.85,0.59
20-Jan-24,51.52,10.52,13.48,1.99,6.41,3.43,0.09,0.10,7.07,2.10,7.52,9.42,43.59,32.88,6.60,16.70,78.16,23.00,67.54,0.58
21-Jan-24,51.43,10.60,13.53,2.02,6.46,3.43,0.09,0.10,7.07,2.10,7.09,9.54,43.28,33.33,6.77,16.53,78.20,22.90,68.10,0.59
22-Jan-24,51.48,10.63,13.53,2.00,6.44,3.47,0.09,0.09,7.09,2.10,7.79,9.77,43.46,32.77,6.22,16.90,79.07,22.40,67.64,0.58
23-Jan-24,51.46,10.51,13.62,2.05,6.46,3.44,0.09,0.10,7.16,2.11,7.80,9.68,43.41,32.72,6.40,16.87,78.75,23.20,67.25,0.59
24-Jan-24,51.34,10.63,13.75,2.01,6.51,3.46,0.09,0.10,7.24,2.11,8.22,9.83,43.78,32.02,6.15,17.11,79.26,23.20,68.34,0.58
25-Jan-24,51.30,10.45,13.76,1.99,6.52,3.46,0.09,0.10,7.24,2.11,8.09,9.65,43.80,32.11,6.36,17.01,79.40,23.30,67.15,0.58
26-Jan-24,51.29,10.47,13.87,1.99,6.58,3.52,0.08,0.10,7.29,2.11,7.37,9.52,43.69,32.87,6.55,16.68,78.51,23.30,68.12,0.56
27-Jan-24,51.25,10.43,13.96,2.05,6.48,3.49,0.08,0.10,7.49,2.16,7.75,9.57,42.99,33.21,6.49,16.77,78.83,22.80,67.24,0.59
28-Jan-24,51.28,10.49,13.73,2.07,6.45,3.45,0.08,0.10,7.28,2.13,7.95,9.56,43.28,32.84,6.37,16.88,78.45,23.10,67.97,0.60
29-Jan-24,51.34,10.48,13.59,2.05,6.40,3.44,0.08,0.10,7.20,2.12,7.72,9.97,44.01,32.17,6.13,16.98,78.30,23.50,67.36,0.60
30-Jan-24,51.35,10.59,13.51,2.09,6.40,3.44,0.09,0.10,7.11,2.11,7.72,9.50,44.04,32.44,6.31,16.86,79.10,22.80,67.22,0.61
31-Jan-24,51.35,10.58,13.54,2.10,6.41,3.40,0.09,0.10,7.13,2.11,7.98,9.64,43.23,32.73,6.42,16.90,79.39,22.80,68.11,0.62
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Feb-24,51.30,10.55,13.57,2.11,6.43,3.46,0.08,0.10,7.15,2.11,7.45,9.30,43.67,32.92,6.68,16.65,78.02,23.00,67.10,0.61
2-Feb-24,51.27,10.43,13.63,2.11,6.47,3.47,0.08,0.10,7.16,2.11,7.39,9.57,43.97,32.78,6.29,16.75,78.48,23.40,68.26,0.61
3-Feb-24,51.24,10.50,13.69,2.11,6.51,3.46,0.08,0.10,7.18,2.10,7.91,9.40,43.26,32.64,6.79,16.80,78.40,23.80,,0.61
4-Feb-24,51.25,10.48,13.68,2.14,6.45,3.45,0.09,0.10,7.23,2.12,7.83,9.47,43.50,32.82,6.38,16.84,78.32,23.40,67.35,0.62
5-Feb-24,51.31,10.39,13.65,2.16,6.40,3.43,0.08,0.10,7.25,2.13,7.89,9.57,43.00,33.04,6.51,16.83,78.51,23.00,68.23,0.63
6-Feb-24,51.30,10.49,13.55,2.12,6.42,3.43,0.09,0.10,7.13,2.11,7.87,9.32,43.42,32.74,6.66,16.79,78.99,23.20,67.69,0.62
7-Feb-24,51.27,10.47,13.71,2.06,6.46,3.47,0.09,0.10,7.25,2.12,7.93,9.32,43.11,33.22,6.42,16.79,78.75,23.00,67.36,0.59
8-Feb-24,51.28,10.52,13.65,2.05,6.47,3.48,0.08,0.10,7.18,2.11,7.69,9.42,43.59,32.79,6.50,16.77,78.74,23.10,68.02,0.59
9-Feb-24,51.25,10.47,13.69,2.05,6.51,3.49,0.08,0.10,7.18,2.10,8.07,9.67,43.61,32.43,6.22,16.99,78.42,23.40,67.62,0.59
