,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date ,Moisture ,Furnace Temp.,WGF Speed (rpm),M/c speed (m/min),Cooler Speed,BTP Temp.,WB 1 Press. (mbar),ESP Inlet Temp. ,ESP Inlet Press. (mbar),Product Temp,%MPS,%6.3MM(TI),Carbon Rate,Fines Generation,RDI,RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Sep-25,5.25,1145.00,847.58,1.97,0.68,403.83,12.10,138.75,78.50,60.70,16.60,80.64,44.37,13.80,24.00,73.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Sep-25,5.17,1146.75,846.42,1.95,0.68,406.75,11.62,134.17,79.50,59.67,16.68,81.34,43.25,13.63,23.20,70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Sep-25,5.08,1136.42,848.92,1.94,0.67,426.33,11.04,144.25,85.75,51.75,16.58,81.12,41.92,13.80,23.00,71.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep-25,5.21,1121.75,851.83,1.95,0.68,436.58,9.01,140.08,76.50,54.58,16.73,81.34,39.89,14.03,24.80,72.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-25,5.15,1134.50,844.92,1.94,0.67,408.92,9.72,139.75,81.00,57.83,16.84,81.09,38.06,13.87,23.00,71.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-25,5.14,1133.25,840.63,1.92,0.67,425.75,10.22,148.38,85.63,47.25,16.95,80.36,42.81,13.10,23.60,70.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-25,5.14,1135.50,876.00,2.08,0.71,439.75,11.54,152.50,98.50,56.50,16.60,80.92,45.86,13.13,23.20,73.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Sep-25,5.32,1125.25,917.50,2.31,0.80,440.58,13.78,144.75,114.00,64.25,16.71,80.46,44.85,12.47,23.60,72.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-25,5.17,1121.92,930.92,2.48,0.86,461.58,15.95,149.17,123.83,70.42,16.57,81.47,44.34,12.53,23.55,71.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Sep-25,5.47,1132.00,944.50,2.48,0.86,441.08,17.52,142.83,135.75,74.42,16.87,78.37,47.36,12.27,23.40,73.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep-25,5.09,1135.25,737.75,1.72,0.71,384.50,12.54,142.75,92.25,61.38,16.69,80.73,46.85,14.40,23.35,74.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Sep-25,5.92,1123.42,931.83,2.44,0.85,444.58,15.96,151.17,128.00,71.50,16.51,81.64,47.80,12.30,23.20,72.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep-25,5.66,1123.45,782.36,2.00,0.70,421.82,12.92,142.36,100.64,58.64,16.63,81.12,18.37,13.90,23.60,71.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-25,5.59,1150.22,908.22,2.27,0.81,434.22,15.42,154.22,122.22,57.44,16.79,80.95,46.74,12.25,23.80,70.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep-25,5.72,1142.75,854.25,2.26,0.80,447.50,13.49,152.25,110.17,61.08,16.76,79.10,49.36,13.10,23.40,72.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Sep-25,5.95,1148.38,869.63,2.12,0.79,439.63,16.27,152.25,119.50,53.63,16.63,80.66,46.39,13.07,23.80,70.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-25,5.61,1146.33,865.58,2.21,0.81,432.67,15.48,151.83,113.00,55.88,16.69,80.15,51.39,13.25,24.00,73.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Sep-25,5.20,1154.25,840.63,2.16,0.74,455.63,14.78,153.00,110.88,55.63,16.82,78.52,47.85,12.40,23.60,71.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-25,6.07,1134.33,902.58,2.35,0.80,431.58,15.57,150.17,115.67,65.00,16.71,79.22,49.60,13.00,23.80,72.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep-25,6.01,1143.75,926.25,2.40,0.85,457.67,16.53,151.08,126.25,65.83,16.69,80.10,50.11,12.85,23.60,70.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-25,5.24,1151.17,909.50,2.33,0.81,438.92,16.32,151.25,122.58,65.00,16.72,78.12,48.36,12.60,23.80,70.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-25,5.42,1152.08,921.67,2.43,0.85,451.17,16.89,153.92,122.58,67.83,16.78,79.54,47.43,13.13,24.00,71.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-25,5.55,1136.58,903.67,2.30,0.80,457.83,16.02,152.42,118.92,66.50,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Oct-25,5.32,1143.75,863.58,2.17,0.75,452.33,14.55,154.00,111.00,58.75,16.97,79.24,43.70,13.10,23.00,71.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Oct-25,5.93,1148.75,912.50,2.31,0.80,457.08,16.49,152.00,124.42,62.58,16.86,80.28,43.06,12.30,24.00,70.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Oct-25,5.76,1144.33,910.58,2.32,0.82,450.58,16.56,152.67,125.92,62.33,16.95,79.80,45.43,12.65,23.80,72.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Oct-25,6.02,1135.43,902.64,2.33,0.80,466.00,16.38,157.18,117.73,58.91,16.58,78.80,45.95,12.80,24.00,71.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-25,6.65,1142.60,934.00,2.36,0.82,460.20,17.22,155.20,122.80,65.60,16.98,79.60,47.91,12.85,23.60,70.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-25,6.55,1150.75,946.25,2.39,0.82,448.38,16.77,151.50,129.88,60.00,16.89,80.10,48.56,12.80,24.00,72.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-25,7.41,1154.13,892.13,2.36,0.83,456.50,16.76,154.88,123.50,64.50,16.78,79.64,47.60,12.50,23.20,75.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Oct-25,6.97,1144.57,944.43,2.50,0.84,449.29,18.07,153.14,122.71,75.14,16.94,80.80,46.50,12.30,24.40,72.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Oct-25,6.01,1140.89,939.78,2.48,0.87,457.67,17.38,148.22,124.00,80.33,16.52,78.12,,,23.80,70.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Oct-25,5.98,1144.67,913.58,2.37,0.81,450.83,17.38,154.08,122.25,66.25,16.84,79.80,48.67,13.00,24.00,74.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Oct-25,5.66,1047.36,950.83,2.53,0.86,421.58,18.11,138.42,135.17,80.43,16.69,80.37,49.02,13.40,23.60,71.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Oct-25,7.46,1151.75,953.58,2.54,0.89,428.00,17.82,137.08,138.50,81.00,16.77,79.94,50.00,13.00,23.20,72.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-25,6.77,1152.00,947.00,2.56,0.89,450.17,17.28,146.08,132.67,72.92,16.76,81.02,,13.10,24.00,71.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-25,5.99,1171.00,948.91,2.56,0.87,429.91,17.73,144.91,128.73,75.82,16.95,79.87,49.17,12.60,23.60,70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Oct-25,6.05,1156.88,921.75,2.43,0.86,451.13,17.83,147.75,126.75,74.50,16.78,81.06,45.68,13.70,23.20,73.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Oct-25,6.20,1156.75,858.63,2.26,0.84,425.13,16.85,151.00,118.50,69.88,16.68,80.54,50.41,13.15,23.80,71.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Oct-25,5.79,1145.67,874.22,2.21,0.80,435.89,16.58,151.67,114.00,67.89,16.82,81.12,51.22,13.20,23.30,72.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Oct-25,6.47,1148.75,914.33,2.42,0.82,435.17,16.11,147.92,125.00,67.75,16.76,79.06,51.89,13.30,24.00,70.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Oct-25,6.05,1157.58,922.33,2.45,0.84,433.33,16.79,148.42,126.58,72.00,16.88,78.68,50.88,12.70,23.60,71.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-25,6.41,1144.00,940.50,2.51,0.85,437.08,16.75,148.42,129.75,72.67,16.85,79.32,50.26,12.85,24.00,72.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-25,6.42,1172.33,954.33,2.55,0.88,421.67,17.90,145.67,123.00,81.00,16.90,78.54,50.74,12.80,23.40,70.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Oct-25,6.62,1137.38,941.13,2.58,0.85,461.25,11.12,146.25,131.75,81.38,16.95,80.10,,,23.40,70.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Oct-25,7.12,1147.88,944.38,2.55,0.85,437.25,11.71,138.50,132.75,79.25,16.82,77.82,,,24.00,71.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Oct-25,7.17,1150.08,933.83,2.52,0.84,441.67,13.68,134.92,129.83,70.50,16.85,80.16,,,23.60,69.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-25,7.18,1151.75,943.88,2.56,0.85,434.13,11.32,144.88,133.88,72.75,16.89,79.00,50.89,12.35,23.80,70.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Oct-25,7.43,1148.38,941.25,2.56,0.85,450.25,10.41,150.50,129.13,70.25,16.71,80.14,,,24.20,72.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Oct-25,7.78,1147.00,951.88,2.59,0.86,441.63,10.96,145.88,131.00,80.50,16.92,80.64,51.64,12.20,23.60,73.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-25,7.57,1147.63,942.50,2.53,0.85,459.63,10.71,151.63,130.00,76.63,16.79,78.12,,,24.00,70.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Oct-25,7.33,1153.25,940.25,2.49,0.83,474.50,10.54,152.75,127.75,78.75,16.96,,,,24.00,70.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Nov-25,6.91,1141.00,947.25,2.54,0.86,438.08,11.11,145.83,132.00,80.00,16.78,79.81,49.34,12.60,24.00,71.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Nov-25,6.90,1148.25,903.67,2.44,0.82,435.17,10.62,152.67,128.58,68.67,16.62,78.79,,,23.20,73.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Nov-25,6.24,1177.58,933.92,2.21,0.76,448.58,10.59,153.50,127.58,68.25,16.66,79.21,,,23.80,70.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Nov-25,6.46,1173.75,924.92,2.27,0.70,432.00,11.39,153.17,129.75,71.42,16.63,80.16,51.68,13.10,23.60,71.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Nov-25,6.43,1137.17,886.92,2.19,0.72,419.67,10.72,144.58,129.83,71.83,16.74,77.86,47.94,31.10,24.00,70.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Nov-25,4.61,1040.00,637.17,1.51,0.50,363.58,7.41,129.00,83.08,51.83,16.83,79.58,50.25,12.90,23.60,72.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Nov-25,6.28,1154.67,942.42,2.49,0.82,424.83,11.81,147.00,138.75,85.92,16.54,78.52,49.70,14.20,23.20,71.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Nov-25,6.75,1180.25,847.42,2.11,0.71,422.42,10.54,150.33,119.67,64.83,16.81,79.65,50.61,14.05,23.40,70.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Nov-25,6.20,1198.42,866.50,2.17,0.73,422.50,10.43,148.92,122.33,59.75,16.86,78.80,,,24.20,70.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Nov-25,6.51,1169.17,873.42,2.22,0.74,433.50,10.82,148.17,119.33,61.75,16.98,79.60,49.95,13.10,24.80,71.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Nov-25,6.53,1154.92,932.67,2.39,0.79,431.75,11.45,148.75,131.58,67.25,17.07,78.54,,,24.20,69.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-25,6.42,1166.08,872.75,2.24,0.75,444.88,10.61,148.88,117.50,69.43,16.64,79.06,50.51,13.20,24.00,71.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Nov-25,6.47,1144.92,859.58,2.21,0.74,445.83,10.61,152.08,118.17,53.08,16.73,78.50,49.15,12.80,23.60,70.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Nov-25,6.65,1148.75,796.50,2.05,0.66,444.75,9.77,147.00,121.50,40.25,16.78,79.06,47.15,12.70,24.40,71.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Nov-25,7.46,1140.25,891.00,2.32,0.77,445.92,10.94,153.08,122.33,50.58,16.65,78.60,47.31,12.10,24.60,70.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Nov-25,7.33,1150.42,931.58,2.46,0.82,444.25,12.02,146.50,134.50,61.75,16.57,79.20,,,23.20,69.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Nov-25,6.93,1139.42,860.50,2.14,0.73,428.17,11.34,149.83,116.67,54.67,16.85,78.92,47.54,12.40,24.80,73.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Nov-25,6.85,1157.00,859.75,2.16,0.77,452.17,10.91,154.50,120.25,54.08,16.90,79.34,51.34,12.95,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Nov-25,6.16,1166.83,888.50,2.22,0.74,463.00,11.33,153.17,124.67,50.25,16.56,78.32,49.97,12.50,24.00,72.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Nov-25,6.42,1150.17,871.83,2.18,0.75,435.58,11.41,153.58,126.42,49.89,16.87,77.92,50.33,12.90,24.80,74.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Nov-25,7.14,1157.83,834.58,1.99,0.67,414.42,10.66,152.00,109.50,49.50,16.51,79.54,50.84,12.40,24.40,69.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Nov-25,7.00,1152.25,949.42,2.58,0.86,429.42,11.85,148.67,136.83,84.08,16.70,78.22,48.80,12.80,24.20,72.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-25,6.61,1152.67,908.75,2.35,0.79,442.58,11.45,150.75,125.00,65.33,16.75,79.12,49.72,12.50,24.80,71.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Nov-25,6.69,1159.75,898.75,2.28,0.77,445.83,11.65,150.17,124.50,55.25,16.75,78.64,51.94,12.10,24.00,73.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Nov-25,6.25,1166.50,905.00,2.22,0.74,438.17,12.22,152.08,131.42,54.17,16.70,80.87,51.01,12.40,23.80,72.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Nov-25,6.55,1163.36,899.91,2.19,0.73,430.09,11.82,149.09,127.64,53.09,16.78,78.88,49.20,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Nov-25,6.45,1159.89,926.89,2.31,0.77,427.00,11.65,145.44,130.00,57.33,16.93,79.02,48.84,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Nov-25,6.08,1148.92,921.67,2.33,0.78,439.67,11.31,150.58,124.75,62.33,16.71,81.02,,,24.20,72.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Nov-25,5.57,1116.88,820.00,2.01,0.70,412.25,10.75,142.63,111.50,57.63,16.95,79.30,45.59,,24.30,73.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-25,5.12,1115.92,799.08,1.78,0.62,387.00,9.71,136.25,106.42,54.25,16.76,,49.30,11.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-25,6.27,1149.42,926.17,2.38,0.78,430.75,11.64,142.25,127.17,60.58,16.90,77.90,,,22.80,70.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Dec-25,5.64,1113.42,829.92,2.00,0.69,408.33,10.72,141.08,115.25,60.95,16.69,79.26,46.63,11.70,25.60,72.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Dec-25,5.61,1135.33,925.63,2.22,0.74,448.63,11.90,147.38,130.00,59.60,16.77,80.36,46.08,12.20,23.70,73.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Dec-25,6.00,1145.75,854.33,2.12,0.72,436.89,11.05,142.33,125.33,66.11,16.68,78.12,48.74,12.85,23.20,71.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Dec-25,6.41,1145.33,865.25,2.17,0.71,418.67,11.27,141.25,129.42,68.08,16.74,77.52,,12.30,25.90,69.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Dec-25,6.67,1152.00,937.88,2.51,0.83,442.25,11.61,143.63,131.75,77.88,17.05,79.54,,13.30,24.80,73.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Dec-25,6.70,1142.75,916.17,2.29,0.76,441.25,11.16,149.92,126.25,53.25,16.57,80.04,,,24.00,70.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Dec-25,6.09,1143.67,929.00,2.31,0.77,444.67,10.90,152.00,128.25,61.50,16.80,78.80,48.20,13.00,23.80,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Dec-25,6.43,1163.67,945.00,2.45,0.81,433.00,11.57,147.00,131.67,61.00,16.86,,47.82,13.90,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-25,5.25,1097.67,655.29,1.44,0.58,400.60,7.33,119.71,84.29,56.80,17.10,78.25,48.04,,23.80,73.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Dec-25,5.42,1157.75,881.67,2.19,0.74,441.58,9.27,152.83,117.25,57.00,16.74,79.32,48.83,11.60,24.20,69.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Dec-25,5.70,1154.33,862.75,2.14,0.72,449.83,9.86,152.92,126.25,60.25,16.85,77.52,,12.00,24.80,71.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-25,6.02,1162.25,886.75,2.17,0.76,452.08,9.99,151.58,119.75,51.08,16.66,80.10,47.36,11.60,24.80,68.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-25,6.09,1159.17,852.17,2.13,0.73,445.25,9.86,154.50,111.75,60.08,17.01,77.90,45.80,11.90,24.20,73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-25,5.82,1164.00,905.33,2.23,0.75,460.75,10.26,154.58,120.00,59.00,16.82,78.54,,,23.00,71.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Dec-25,5.82,1164.00,905.33,2.23,0.75,460.75,10.26,154.58,120.00,59.00,16.50,78.28,,,23.60,72.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-25,6.38,1163.92,849.83,2.14,0.72,458.83,9.44,154.92,113.92,49.92,17.17,79.89,49.86,11.60,24.20,73.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-25,6.00,1154.83,857.17,2.15,0.73,460.58,9.64,156.67,110.17,47.75,16.73,80.02,47.35,11.50,23.40,71.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Dec-25,6.11,1153.42,859.17,2.23,0.76,458.33,9.14,156.00,109.25,54.92,16.71,78.12,50.43,12.10,24.40,70.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-25,6.23,1155.75,856.75,2.26,0.78,452.33,8.88,157.67,107.83,66.17,17.05,79.45,49.67,11.85,23.80,71.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Dec-25,5.80,1168.17,879.58,2.28,0.78,446.92,10.03,151.75,116.25,46.58,16.53,80.45,47.67,12.60,24.40,73.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-25,5.78,1172.42,861.25,2.26,0.75,463.50,9.28,156.83,111.92,44.25,16.79,78.68,45.95,12.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Dec-25,6.02,1163.17,882.00,2.29,0.76,461.25,9.85,154.42,111.58,56.92,16.87,79.48,49.26,12.20,23.80,72.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-25,5.81,1159.88,788.00,1.95,0.65,463.00,8.93,153.13,96.13,42.25,16.78,79.04,,,24.40,71.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-25,5.54,1162.08,706.00,1.62,0.56,423.67,7.98,152.50,82.92,35.42,16.88,80.12,48.00,11.30,23.40,70.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Dec-25,5.96,1138.00,788.50,2.04,0.69,454.75,8.60,154.67,95.50,41.25,16.64,79.24,43.85,12.60,23.80,72.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-25,5.59,1117.67,658.50,1.50,0.58,430.92,7.06,151.92,73.00,39.00,16.91,78.52,43.93,10.80,24.80,71.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-25,5.83,1144.00,722.67,1.83,0.66,443.08,7.36,154.33,79.17,38.08,16.66,79.98,45.98,10.10,24.40,73.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Dec-25,5.45,1142.50,656.42,1.55,0.61,410.00,6.79,152.08,71.50,38.08,16.79,78.64,45.51,10.30,23.80,72.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Dec-25,5.77,1125.33,680.58,1.62,0.61,397.25,7.11,149.50,77.00,37.32,17.05,79.12,41.75,10.40,24.20,73.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Dec-25,5.83,1128.25,815.83,2.16,0.76,448.25,9.24,150.33,104.00,45.17,16.96,,45.97,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jan-26,6.04,1141.58,800.58,2.10,0.71,438.83,8.46,154.25,100.58,37.87,16.78,77.26,47.87,11.10,24.00,72.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Jan-26,6.16,1128.25,853.67,2.18,0.72,430.42,9.19,151.67,112.00,46.58,16.35,79.24,49.81,11.40,24.20,70.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jan-26,5.78,1147.00,870.17,2.18,0.72,437.00,9.60,151.33,111.50,47.08,16.50,80.12,51.77,11.80,24.40,73.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Jan-26,5.68,1131.92,825.75,2.22,0.76,446.13,8.82,154.88,108.88,53.25,16.82,78.82,45.93,11.70,23.60,70.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
